hdr;country;code;perc;anno
77;Ecuador;ECU;49.0;2015
78;China;CHN;63.6;2015
79;Fiji;FJI;37.0;2015
80;Mongolia;MNG;56.5;2015
81;Jamaica;JAM;57.7;2015
82;Colombia;COL;57.9;2015
83;Suriname;SUR;40.5;2015
84;Tunisia;TUN;25.1;2015
85;Dominican Republic;DOM;52.3;2015
86;Tonga;TON;52.8;2015
87;Libya;LBY;27.8;2015
88;Belize;BLZ;56.3;2015
89;Samoa;WSM;23.1;2015
90;Maldives;MDV;57.3;2015
91;Uzbekistan;UZB;48.3;2015
92;Moldova;MDA;38.8;2015
93;Botswana;BWA;73.4;2015
94;Gabon;GAB;39.9;2015
95;Paraguay;PRY;58.1;2015
96;Egypt, Arab Rep.;EGY;22.8;2015
97;Turkmenistan;TKM;47.3;2015
98;Indonesia;IDN;50.9;2015
99;Vietnam;VNM;73.8;2015
100;Philippines;PHL;50.5;2015
101;El Salvador;SLV;49.1;2015
102;Bolivia;BOL;63.9;2015
103;South Africa;ZAF;46.2;2015
104;Kyrgyz Republic;KGZ;49.4;2015
105;Iraq;IRQ;15.1;2015
106;Morocco;MAR;25.3;2015
107;Nicaragua;NIC;49.1;2015
108;Guatemala;GTM;41.3;2015
109;Namibia;NAM;55.7;2015
110;Tajikistan;TJK;59.4;2015
111;Honduras;HND;47.2;2015
112;India;IND;26.8;2015
113;Bhutan;BTN;58.7;2015
114;Congo, Dem. Rep.;COD;67.1;2015
115;Lao PDR;LAO;77.7;2015
116;Bangladesh;BGD;43.1;2015
117;Ghana;GHA;75.5;2015
118;Zambia;ZMB;69.8;2015
119;Cambodia;KHM;75.5;2015
120;Nepal;NPL;79.7;2015
121;Myanmar;MMR;75.1;2015
122;Kenya;KEN;62.1;2015
123;Pakistan;PAK;24.3;2015
124;Syrian Arab Republic;SYR;12.2;2015
125;Tanzania;TZA;74.0;2015
